PMID,Genes,Mutations,Diseases,Chemicals,Species,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
12486457,No Data,No Data,No Data,- and>MESH:C019152;aminoacyl-tRNA>MESH:D012346,No Data,Thermal stability of aminoacyl-tRNAs in aqueous solutions,"Stepanov VG, Nyborg J.",Extremophiles. 2002 Dec;6(6):485-90. doi: 10.1007/s00792-002-0285-4. Epub 2002 Sep 4.,Stepanov VG,Extremophiles,2002,2002/12/18,,,10.1007/s00792-002-0285-4
37890823,,,,,,Deciphering the evolvement of microbial communities from hydrothermal vent sediments in a global change perspective,"Rizzo C, Arcadi E, Calogero R, Ciro Rappazzo A, Caruso G, Maimone G, Lo Giudice A, Romeo T, Andaloro F.",Environ Res. 2024 Jan 1;240(Pt 1):117514. doi: 10.1016/j.envres.2023.117514. Epub 2023 Oct 27.,Rizzo C,Environ Res,2024,2023/10/27,,,10.1016/j.envres.2023.117514
24430481,spa>653509,No Data,No Data,No Data,No Data,Humboldt's spa: microbial diversity is controlled by temperature in geothermal environments,"Sharp CE, Brady AL, Sharp GH, Grasby SE, Stott MB, Dunfield PF.",ISME J. 2014 Jun;8(6):1166-74. doi: 10.1038/ismej.2013.237. Epub 2014 Jan 16.,Sharp CE,ISME J,2014,2014/01/17,PMC4030231,,10.1038/ismej.2013.237
15022105,No Data,No Data,alkaliphilic>No Data,prepropeptides>-;serine>MESH:D012694,Bacillus>109322;Bacillus sp. strain K>109322,A new subtilisin family: nucleotide and deduced amino acid sequences of new high-molecular-mass alkaline proteases from Bacillus spp,"Okuda M, Sumitomo N, Takimura Y, Ogawa A, Saeki K, Kawai S, Kobayashi T, Ito S.",Extremophiles. 2004 Jun;8(3):229-35. doi: 10.1007/s00792-004-0381-8. Epub 2004 Mar 12.,Okuda M,Extremophiles,2004,2004/03/17,,,10.1007/s00792-004-0381-8
36937286,No Data,No Data,picoalga Picocystis salinarum>No Data ; exclusive haloalkaliphilic>MESH:C580202 ; haloalkaliphilic picoalgal>No Data ; glucose metabolism>MESH:D044882 ; hyperosmotic conditions>MESH:D000071069,carbon>MESH:D002244;ATP>MESH:D000255;Na2CO3>MESH:D012964;NaHCO3>MESH:D017693;NaCl>MESH:D012965;adenosine triphosphate>MESH:D000255;Fructose-1-6-bisphosphatase>MESH:D005632;Fructose-bisphosphate>MESH:C027652;PXD037170>MESH:C487081,Picocystis>88271;Picocystis salinarum>88271;P. salinarum>88271,Elevated inorganic carbon and salinity enhances photosynthesis and ATP synthesis in picoalga Picocystis salinarum as revealed by label free quantitative proteomics,"Singh J, Kaushik S, Maharana C, Jhingan GD, Dhar DW.",Front Microbiol. 2023 Mar 3;14:1059199. doi: 10.3389/fmicb.2023.1059199. eCollection 2023.,Singh J,Front Microbiol,2023,2023/03/20,PMC10020504,,10.3389/fmicb.2023.1059199
26941731,No Data,No Data,No Data,sodium carbonates>MESH:C005686;Hypersaline>-;sulfur>MESH:D013455;sugars>MESH:D000073893;oxygen>MESH:D010100;carbon>MESH:D002244;sodium>MESH:D012964;salt>MESH:D012492;xenorhodopsins>-,purple non-sulfur bacteria>1224,Metagenomic Insights into the Uncultured Diversity and Physiology of Microbes in Four Hypersaline Soda Lake Brines,"Vavourakis CD, Ghai R, Rodriguez-Valera F, Sorokin DY, Tringe SG, Hugenholtz P, Muyzer G.",Front Microbiol. 2016 Feb 25;7:211. doi: 10.3389/fmicb.2016.00211. eCollection 2016.,Vavourakis CD,Front Microbiol,2016,2016/03/05,PMC4766312,,10.3389/fmicb.2016.00211
27278384,No Data,No Data,rigidity>MESH:D009127,carbon>MESH:D002244;water>MESH:D014867;Carbon>MESH:D002244;NaCl>MESH:D012965;CO2>MESH:D002245;lipid>MESH:D008055,No Data,Multiwalled carbon nanotubes enter broccoli cells enhancing growth and water uptake of plants exposed to salinity,"Martínez-Ballesta MC, Zapata L, Chalbi N, Carvajal M.",J Nanobiotechnology. 2016 Jun 8;14(1):42. doi: 10.1186/s12951-016-0199-4.,Martínez-Ballesta MC,J Nanobiotechnology,2016,2016/06/10,PMC4898372,,10.1186/s12951-016-0199-4
27484342,No Data,No Data,No Data,Cadmium>MESH:D002104;Metal>MESH:D008670;Water>MESH:D014867;metal>MESH:D008670;cadmium>MESH:D002104;water>MESH:D014867;reactive oxygen species>MESH:D017382;ROS>MESH:D017382;Cd>MESH:D002104;carbohydrate>MESH:D002241,Dunaliella acidophila>38272;D. acidophila>38272,Comparative Transcriptomic Analysis of the Response of Dunaliella acidophila (Chlorophyta) to Short-Term Cadmium and Chronic Natural Metal-Rich Water Exposures,"Puente-Sánchez F, Olsson S, Aguilera A.",Microb Ecol. 2016 Oct;72(3):595-607. doi: 10.1007/s00248-016-0824-7. Epub 2016 Aug 2.,Puente-Sánchez F,Microb Ecol,2016,2016/08/04,,,10.1007/s00248-016-0824-7
20407798,No Data,No Data,haloalkaliphilic sulfur-reducing bacterium Desulfurispirillum alkaliphilum>MESH:C564972,sulfur>MESH:D013455;acetate>MESH:D000085;propionate>MESH:D011422;carbon>MESH:D002244;polysulfide>MESH:C032915;arsenate>MESH:C025657;sulfide>MESH:D013440;arsenite>MESH:C015001,Desulfurispira natronophila>682562;enrichment cultures>1566732,Desulfurispira natronophila gen. nov. sp. nov.: an obligately anaerobic dissimilatory sulfur-reducing bacterium from soda lakes,"Sorokin DY, Muyzer G.",Extremophiles. 2010 Jul;14(4):349-55. doi: 10.1007/s00792-010-0314-7. Epub 2010 Apr 21.,Sorokin DY,Extremophiles,2010,2010/04/22,PMC2898105,,10.1007/s00792-010-0314-7
38252174,No Data,No Data,shock>MESH:D012769 ; shock proteins>MESH:D012769 ; stresses>MESH:D000079225 ; hyperosmolar stress>MESH:D000079225,No Data,Escherichia coli>562;E. coli>562;Tepidimonas sediminis>2588941;Oceanithermus profundus>187137;T. sediminis>392725,"Effects of small heat shock proteins from thermotolerant bacteria on the stress resistance of Escherichia coli to temperature, pH, and hyperosmolarity","Sato Y, Okano K, Honda K.",Extremophiles. 2024 Jan 22;28(1):12. doi: 10.1007/s00792-023-01326-y.,Sato Y,Extremophiles,2024,2024/01/22,PMC10803503,,10.1007/s00792-023-01326-y
31781937,No Data,No Data,extremophyte Eutrema salsugineum>No Data ; Eutrema>No Data,phosphate>MESH:D010710;phosphorus>MESH:D010758;P>MESH:D010758;pyrophosphate>MESH:C107241;saline>MESH:D012965,Eutrema salsugineum>72664;Arabidopsis>3702,Evidence that tolerance of Eutrema salsugineum to low phosphate conditions is hard-wired by constitutive metabolic and root-associated adaptations,"Velasco VME, Irani S, Axakova A, da Silva R, Summers PS, Weretilnyk EA.",Planta. 2019 Nov 28;251(1):18. doi: 10.1007/s00425-019-03314-z.,Velasco VME,Planta,2019,2019/11/30,,,10.1007/s00425-019-03314-z
25308761,No Data,No Data,stress>MESH:D000079225 ; osmotic stress>MESH:D000079225,lipids>MESH:D008055;water>MESH:D014867;phosphorus>MESH:D010758;PEG>-;digalactosyl diacylglycerol>MESH:C007388,Thellungiella salsuginea>72664;Arabidopsis thaliana>3702;T. salsuginea>72664;A. thaliana>3702,Comparative profiling of membrane lipids during water stress in Thellungiella salsuginea and its relative Arabidopsis thaliana,"Yu B, Li W.",Phytochemistry. 2014 Dec;108:77-86. doi: 10.1016/j.phytochem.2014.09.012. Epub 2014 Oct 9.,Yu B,Phytochemistry,2014,2014/10/14,,,10.1016/j.phytochem.2014.09.012
23568449,No Data,No Data,Leptolyngbya and Geitlerinema>No Data,water>MESH:D014867,Methanomethylovorans thermophila>286152;Methanomassiliicoccus luminyensis>1080712;Methanococcus aeolicus>42879;Thauera sp>1905334;Methyloversatilis universalis>378211;Pannonibacter phragmitetus>121719;Polymorphum gilvum>991904,Archaeal and bacterial diversity in two hot spring microbial mats from a geothermal region in Romania,"Coman C, Drugă B, Hegedus A, Sicora C, Dragoş N.",Extremophiles. 2013 May;17(3):523-34. doi: 10.1007/s00792-013-0537-5. Epub 2013 Apr 9.,Coman C,Extremophiles,2013,2013/04/10,,,10.1007/s00792-013-0537-5
18401746,No Data,No Data,novel alkaliphilic bacillus>MESH:C000657245 ; alkaliphilic>No Data,cyclodextrins>MESH:D003505,Bacillus>445330;8SB>445330;Bacillus sp. 8SB>445330,Isolation of novel alkaliphilic bacillus strains for cyclodextrin glucanotransferase production,"Atanasova N, Petrova P, Ivanova V, Yankov D, Vassileva A, Tonkova A.",Appl Biochem Biotechnol. 2008 May;149(2):155-67. doi: 10.1007/s12010-007-8128-5. Epub 2008 Jan 29.,Atanasova N,Appl Biochem Biotechnol,2008,2008/04/11,,,10.1007/s12010-007-8128-5
32050135,No Data,No Data,No Data,Pb>MESH:D007854;Cd>MESH:D002104;nitrogen>MESH:D009584;phosphorus>MESH:D010758,Lathyrus sativus>3860;Rhizobium leguminosarum>384;Bacillus simplex>1478;Luteibacter sp>1886636;Variovorax sp>1871043;R. leguminosarum>384;Pseudomonas fluorescens>294;L. sativus>3860,In situ effects of Lathyrus sativus- PGPR to remediate and restore quality and fertility of Pb and Cd polluted soils,"Abdelkrim S, Jebara SH, Saadani O, Abid G, Taamalli W, Zemni H, Mannai K, Louati F, Jebara M.",Ecotoxicol Environ Saf. 2020 Apr 1;192:110260. doi: 10.1016/j.ecoenv.2020.110260. Epub 2020 Feb 9.,Abdelkrim S,Ecotoxicol Environ Saf,2020,2020/02/13,,,10.1016/j.ecoenv.2020.110260
22583823,No Data,No Data,alkali stresses>MESH:D000079225 ; stress>MESH:D000079225,salt>MESH:D012492;saline>MESH:D012965,Alkalimonas amylolytica>152573;flowering plants>3398;higher plants>3193;tobacco>4097,Ectopic expression of a bacterium NhaD-type Na+/H+ antiporter leads to increased tolerance to combined salt/alkali stresses,"Zhong NQ, Han LB, Wu XM, Wang LL, Wang F, Ma YH, Xia GX.",J Integr Plant Biol. 2012 Jun;54(6):412-21. doi: 10.1111/j.1744-7909.2012.01129.x.,Zhong NQ,J Integr Plant Biol,2012,2012/05/16,,,10.1111/j.1744-7909.2012.01129.x
30282060,No Data,No Data,Antarctic lichen Dermatocarpon polyphyllizum>MESH:D018459,chlorophyll>MESH:D002734;chlorophyll a>-;chlorolichen>-;carotenoids>MESH:D002338;water>MESH:D014867,Dermatocarpon polyphyllizum>172334,"A correlative approach, combining chlorophyll a fluorescence, reflectance, and Raman spectroscopy, for monitoring hydration induced changes in Antarctic lichen Dermatocarpon polyphyllizum","Mishra KB, Vítek P, Barták M.",Spectrochim Acta A Mol Biomol Spectrosc. 2019 Feb 5;208:13-23. doi: 10.1016/j.saa.2018.09.036. Epub 2018 Sep 21.,Mishra KB,Spectrochim Acta A Mol Biomol Spectrosc,2019,2018/10/04,,,10.1016/j.saa.2018.09.036
29018969,No Data,No Data,No Data,carbonate>MESH:D002254;sulphate>MESH:D013431;manganese>MESH:D008345;pseudokutnahorite>-;carbonates>MESH:D002254;manganese chloride>MESH:C025340;MnCl2>MESH:C025340;kutnohorite>-;bassanite>-;gypsum>MESH:D002133,Halomonas maura>117606;H. maura>117606,Biomineralisation of carbonate and sulphate by the halophilic bacterium Halomonas maura at different manganese concentrations,"Rivadeneyra A, Gonzalez-Martinez A, Portela GR, Martin-Ramos DJ, Gonzalez-Lopez J, Rivadeneyra MA.",Extremophiles. 2017 Nov;21(6):1049-1056. doi: 10.1007/s00792-017-0965-8. Epub 2017 Oct 10.,Rivadeneyra A,Extremophiles,2017,2017/10/12,,,10.1007/s00792-017-0965-8
29681022,No Data,No Data,halotolerant fungus Aspergillus glaucus CCHA>MESH:D001228,salt>MESH:D012492;NaCl>MESH:D012965;saline>MESH:D012965,A. glaucus>40226;Pichia pastoris>4922;P. pastoris GS115>644223;rice>4530,"The unique GH5 cellulase member in the extreme halotolerant fungus Aspergillus glaucus CCHA is an endoglucanase with multiple tolerance to salt, alkali and heat: prospects for straw degradation applications","Li Z, Pei X, Zhang Z, Wei Y, Song Y, Chen L, Liu S, Zhang SH.",Extremophiles. 2018 Jul;22(4):675-685. doi: 10.1007/s00792-018-1028-5. Epub 2018 Apr 21.,Li Z,Extremophiles,2018,2018/04/23,,,10.1007/s00792-018-1028-5
27903085,No Data,No Data,No Data,zinc oxide>MESH:D015034;zinc acetate>MESH:D019345;oxide>MESH:D010087,actinobacterium>1883427;Streptomyces sp>1931,"Bio-medically active zinc oxide nanoparticles synthesized by using extremophilic actinobacterium, Streptomyces sp. (MA30) and its characterization","Shanmugasundaram T, Balagurunathan R.",Artif Cells Nanomed Biotechnol. 2017 Dec;45(8):1521-1529. doi: 10.1080/21691401.2016.1260577. Epub 2016 Nov 30.,Shanmugasundaram T,Artif Cells Nanomed Biotechnol,2017,2016/12/02,,,10.1080/21691401.2016.1260577
27351338,No Data,No Data,synchrotron radiation circular dichroism>MESH:D011832 ; SRCD>MESH:D011832,oil>MESH:D009821;p-nitrophenyl butyrate>MESH:C033592;urea>MESH:D014508;guanidine>MESH:D019791;ethanol>MESH:D000431;propanol>MESH:D000433,Petrotoga mobilis>69499,Environmental Factors Modulating the Stability and Enzymatic Activity of the Petrotoga mobilis Esterase (PmEst),"Lopes JL, Yoneda JS, Martins JM, DeMarco R, Jameson DM, Castro AM, Bossolan NR, Wallace BA, Araujo AP.",PLoS One. 2016 Jun 28;11(6):e0158146. doi: 10.1371/journal.pone.0158146. eCollection 2016.,Lopes JL,PLoS One,2016,2016/06/29,PMC4924860,,10.1371/journal.pone.0158146
31236718,No Data,No Data,halotolerant subtilisin SAPN>No Data,serine>MESH:D012694;ammonium sulfate>MESH:D000645;SAPN>-;DFP>MESH:D007531;PMSF>-;chitins>MESH:D002686;chitin>MESH:D002686,Melghiribacillus thermohalophilus>1324956;white shrimp>6689;blue swimming crab>146765;Portunus segnis>470445;Metapenaeus monoceros>1211424,"Purification and biochemical characterization of a novel thermostable and halotolerant subtilisin SAPN, a serine protease from Melghiribacillus thermohalophilus Nari2A(T) for chitin extraction from crab and shrimp shell by-products","Mechri S, Bouacem K, Jabeur F, Mohamed S, Addou NA, Dab A, Bouraoui A, Bouanane-Darenfed A, Bejar S, Hacène H, Baciou L, Lederer F, Jaouadi B.",Extremophiles. 2019 Sep;23(5):529-547. doi: 10.1007/s00792-019-01105-8. Epub 2019 Jun 24.,Mechri S,Extremophiles,2019,2019/06/26,,,10.1007/s00792-019-01105-8
25450641,No Data,No Data,archaeal extremophilic>No Data,No Data,Escherichia coli>562,Switching an anti-IgG binding site between archaeal extremophilic proteins results in Affitins with enhanced pH stability,"Béhar G, Pacheco S, Maillasson M, Mouratou B, Pecorari F.",J Biotechnol. 2014 Dec 20;192 Pt A:123-9. doi: 10.1016/j.jbiotec.2014.10.006.,Béhar G,J Biotechnol,2014,2014/12/03,,,10.1016/j.jbiotec.2014.10.006
24292445,No Data,No Data,No Data,arsenite>MESH:C015001;AsIII>-;Arsenic>MESH:D001151;sulfide>MESH:D013440;arsenate>MESH:C025657;AsV>MESH:C571889;arsenic>MESH:D001151;AsTot>-,No Data,"Diversity and abundance of the arsenite oxidase gene aioA in geothermal areas of Tengchong, Yunnan, China","Jiang Z, Li P, Jiang D, Wu G, Dong H, Wang Y, Li B, Wang Y, Guo Q.",Extremophiles. 2014 Jan;18(1):161-70. doi: 10.1007/s00792-013-0608-7. Epub 2013 Nov 30.,Jiang Z,Extremophiles,2014,2013/12/03,,,10.1007/s00792-013-0608-7
27215207,No Data,No Data,psychrotolerant>No Data,carotenoid>MESH:D002338;2-3 dihydroxy-gamma-carotene>-;-carotene>MESH:D002338;4-ketotorulene>-;torulene>MESH:C078922;-cryptoxanthin>MESH:D065366;spirilloxanthin>MESH:C055255;mycosporines>-,yeasts>4932;Collophora>2011735;Cryptococcus>1847937;Sporidiobolus>454966;Sporobolomyces>40563;Torrubiella>2047592;Collophora sp>2011735;Sporidiobolus salmonicolor>5005;Sporobolomyces roseus>40563;Sporidiobolus metaroseus>454966;Sp. salmonicolor>5005;Torrubiella sp>2047592;Cryptococcus sp. T11-10-1>1847937,Identification and characterization of yeasts isolated from sedimentary rocks of Union Glacier at the Antarctica,"Barahona S, Yuivar Y, Socias G, Alcaíno J, Cifuentes V, Baeza M.",Extremophiles. 2016 Jul;20(4):479-91. doi: 10.1007/s00792-016-0838-6. Epub 2016 May 23.,Barahona S,Extremophiles,2016,2016/05/25,,,10.1007/s00792-016-0838-6
27059740,No Data,No Data,No Data,Water>MESH:D014867,biota>131567,Substantial Variability of Multiple Microbial Communities Collected at Similar Acidic Mine Water Outlets,"Falteisek L, Duchoslav V, Čepička I.",Microb Ecol. 2016 Jul;72(1):163-174. doi: 10.1007/s00248-016-0760-6. Epub 2016 Apr 8.,Falteisek L,Microb Ecol,2016,2016/04/10,,,10.1007/s00248-016-0760-6
16808526,acid 1>81857,No Data,ovarian cancer>MESH:D010051 ; Cancer>MESH:D009369,Berkelic acid>MESH:C520589;spiroketal>MESH:C520774;copper>MESH:D003300;metal>MESH:D008670;water>MESH:D014867;gamma-pyrone>-;spiciferone>-,No Data,"Berkelic acid, a novel spiroketal with selective anticancer activity from an acid mine waste fungal extremophile","Stierle AA, Stierle DB, Kelly K.",J Org Chem. 2006 Jul 7;71(14):5357-60. doi: 10.1021/jo060018d.,Stierle AA,J Org Chem,2006,2006/07/01,,,10.1021/jo060018d
12910386,No Data,No Data,No Data,polyacrylate>-,Echinamoeba thermarum>197648;n. sp>37027;Echinamoeba>197648;E. thermarum>197648,"Cultivation and properties of Echinamoeba thermarum n. sp., an extremely thermophilic amoeba thriving in hot springs","Baumgartner M, Yapi A, Gröbner-Ferreira R, Stetter KO.",Extremophiles. 2003 Aug;7(4):267-74. doi: 10.1007/s00792-003-0319-6. Epub 2003 Mar 28.,Baumgartner M,Extremophiles,2003,2003/08/12,,,10.1007/s00792-003-0319-6
16601914,No Data,No Data,No Data,beta-1-3-glucans>MESH:C033363;beta-1-3-1-4-glucan>-;beta-1-3-glucanse>-;Glu123>-;Glu128>-,Nocardiopsis sp. str>221582;Escherichia coli>562,"Molecular identification of a novel beta-1,3-glucanase from alkaliphilic Nocardiopsis sp. strain F96","Masuda S, Endo K, Koizumi N, Hayami T, Fukazawa T, Yatsunami R, Fukui T, Nakamura S.",Extremophiles. 2006 Jun;10(3):251-5. doi: 10.1007/s00792-006-0514-3. Epub 2006 Apr 7.,Masuda S,Extremophiles,2006,2006/04/08,,,10.1007/s00792-006-0514-3
21600188,No Data,No Data,alkaliphilic>No Data ; F(1)F>OMIM:102510,hypersaline>-;ATP>MESH:D000255;N-N'-dicylohexylcarbodiimide>-;Mg>MESH:D008274;atp>MESH:D000255,Natranaerobius thermophilus>375929;N. thermophilus>375929,"The Na(+)-translocating F₁F₀-ATPase from the halophilic, alkalithermophile Natranaerobius thermophilus","Mesbah NM, Wiegel J.",Biochim Biophys Acta. 2011 Sep;1807(9):1133-42. doi: 10.1016/j.bbabio.2011.05.001. Epub 2011 May 10.,Mesbah NM,Biochim Biophys Acta,2011,2011/05/24,,,10.1016/j.bbabio.2011.05.001
27010414,No Data,No Data,No Data,water>MESH:D014867;NaCl>MESH:D012965;carbohydrates>MESH:D002241;proline>MESH:D011392;alpha alanine>-;sucrose>MESH:D013395;malate>MESH:C030298;chlorophyll>MESH:D002734;malondialdehyde>MESH:D008315;salt>MESH:D012492,Atriplex halimus>240028;A. halimus>240028;Atriplex>240028,Physiological and leaf metabolome changes in the xerohalophyte species Atriplex halimus induced by salinity,"Bendaly A, Messedi D, Smaoui A, Ksouri R, Bouchereau A, Abdelly C.",Plant Physiol Biochem. 2016 Jun;103:208-18. doi: 10.1016/j.plaphy.2016.02.037. Epub 2016 Feb 27.,Bendaly A,Plant Physiol Biochem,2016,2016/03/25,,,10.1016/j.plaphy.2016.02.037
22830585,No Data,No Data,dehydration>MESH:D003681,water>MESH:D014867;hexane>MESH:D006586,Pseudomonas aeruginosa>287,Solvent-dependent gating motions of an extremophilic lipase from Pseudomonas aeruginosa,"Johnson QR, Nellas RB, Shen T.",Biochemistry. 2012 Aug 7;51(31):6238-45. doi: 10.1021/bi300557y. Epub 2012 Jul 25.,Johnson QR,Biochemistry,2012,2012/07/27,,,10.1021/bi300557y
18427718,No Data,No Data,genus Ralstonia>MESH:D056304,salt>MESH:D012492;water>MESH:D014867;nitrogen>MESH:D009584;carbon>MESH:D002244;protochlorophyllide>MESH:D011521;hypersaline>-,uncultured>115547;Salinibacter ruber>146919;Alpha-proteobacteria>28211;uncultured archaea>115547,Prokaryotic diversity in one of the largest hypersaline coastal lagoons in the world,"Clementino MM, Vieira RP, Cardoso AM, Nascimento AP, Silveira CB, Riva TC, Gonzalez AS, Paranhos R, Albano RM, Ventosa A, Martins OB.",Extremophiles. 2008 Jul;12(4):595-604. doi: 10.1007/s00792-008-0162-x. Epub 2008 Apr 22.,Clementino MM,Extremophiles,2008,2008/04/23,,,10.1007/s00792-008-0162-x
22559199,No Data,No Data,halophilic archaea>No Data ; haloalkaliphilic archaeon>No Data,polysaccharide>MESH:D011134;thiamine>MESH:D013831;riboflavin>MESH:D012256;heme>MESH:D006418;cobalamin>MESH:D014805;coenzyme F420>MESH:C015084;Nab>-;carbon>MESH:D002244,Natrialba magadii ATCC 43099>547559;Natrialba magadii>13769;ATCC 43099>13769,A comparative genomics perspective on the genetic content of the alkaliphilic haloarchaeon Natrialba magadii ATCC 43099T,"Siddaramappa S, Challacombe JF, Decastro RE, Pfeiffer F, Sastre DE, Giménez MI, Paggi RA, Detter JC, Davenport KW, Goodwin LA, Kyrpides N, Tapia R, Pitluck S, Lucas S, Woyke T, Maupin-Furlow JA.",BMC Genomics. 2012 May 4;13:165. doi: 10.1186/1471-2164-13-165.,Siddaramappa S,BMC Genomics,2012,2012/05/08,PMC3403918,,10.1186/1471-2164-13-165
27737605,No Data,No Data,alkali-thermotolerant>MESH:D006934,NaCl>MESH:D012965;carbon>MESH:D002244;nitrogen>MESH:D009584;metal>MESH:D008670;Cu2+>-;Mn2+>-;Co2+>MESH:D002245;Ca2+>MESH:D000069285,Aeromonas caviae>648;cattle>9913;yeast>4932;A. caviae>648,"Production, characterization, and immobilization of partially purified surfactant-detergent and alkali-thermostable protease from newly isolated Aeromonas caviae","Datta S, Menon G, Varughese B.",Prep Biochem Biotechnol. 2017 Apr 21;47(4):349-356. doi: 10.1080/10826068.2016.1244688. Epub 2016 Oct 13.,Datta S,Prep Biochem Biotechnol,2017,2016/10/15,,,10.1080/10826068.2016.1244688
